timestamp,path_img,dofw,weekend
2023-08-16 23:38:58.954042,img/batununggal/batununggal-8-16 23-38-58.png,2,0
2023-08-16 23:39:04.426316,img/batununggal/batununggal-8-16 23-39-4.png,2,0
2023-08-16 23:39:09.890107,img/batununggal/batununggal-8-16 23-39-9.png,2,0
2023-08-16 23:39:30.371773,img/batununggal_barat/batununggal_barat-8-16 23-39-30.png,2,0
2023-08-16 23:39:35.699719,img/batununggal_barat/batununggal_barat-8-16 23-39-35.png,2,0
2023-08-16 23:39:41.117932,img/batununggal_barat/batununggal_barat-8-16 23-39-41.png,2,0
2023-08-16 23:40:01.416442,img/toha/toha-8-16 23-40-1.png,2,0
2023-08-16 23:40:06.862050,img/toha/toha-8-16 23-40-6.png,2,0
2023-08-16 23:40:12.296053,img/toha/toha-8-16 23-40-12.png,2,0
2023-08-16 23:40:32.737681,img/toha_barat/toha_barat-8-16 23-40-32.png,2,0
2023-08-16 23:40:38.158232,img/toha_barat/toha_barat-8-16 23-40-38.png,2,0
2023-08-16 23:40:43.576448,img/toha_barat/toha_barat-8-16 23-40-43.png,2,0
2023-08-16 23:41:03.959900,img/toha_selatan/toha_selatan-8-16 23-41-3.png,2,0
2023-08-16 23:41:09.399682,img/toha_selatan/toha_selatan-8-16 23-41-9.png,2,0
2023-08-16 23:41:14.850259,img/toha_selatan/toha_selatan-8-16 23-41-14.png,2,0
2023-08-16 23:41:35.347595,img/toha_utara/toha_utara-8-16 23-41-35.png,2,0
2023-08-16 23:41:40.753448,img/toha_utara/toha_utara-8-16 23-41-40.png,2,0
2023-08-16 23:41:46.105933,img/toha_utara/toha_utara-8-16 23-41-46.png,2,0
2023-08-16 23:42:06.437917,img/toha_timur/toha_timur-8-16 23-42-6.png,2,0
2023-08-16 23:42:11.785629,img/toha_timur/toha_timur-8-16 23-42-11.png,2,0
2023-08-16 23:42:17.174950,img/toha_timur/toha_timur-8-16 23-42-17.png,2,0
2023-08-16 23:42:37.589170,img/cibaduyut/cibaduyut-8-16 23-42-37.png,2,0
2023-08-16 23:42:42.972446,img/cibaduyut/cibaduyut-8-16 23-42-42.png,2,0
2023-08-16 23:42:48.399520,img/cibaduyut/cibaduyut-8-16 23-42-48.png,2,0
2023-08-16 23:43:08.813751,img/kopo/kopo-8-16 23-43-8.png,2,0
2023-08-16 23:43:14.233588,img/kopo/kopo-8-16 23-43-14.png,2,0
2023-08-16 23:43:19.744284,img/kopo/kopo-8-16 23-43-19.png,2,0
2023-08-16 23:43:40.204589,img/pasirkoja_selatan/pasirkoja_selatan-8-16 23-43-40.png,2,0
2023-08-16 23:43:45.646586,img/pasirkoja_selatan/pasirkoja_selatan-8-16 23-43-45.png,2,0
2023-08-16 23:43:51.070905,img/pasirkoja_selatan/pasirkoja_selatan-8-16 23-43-51.png,2,0
